docid	citation	abstract_en	abstract_fr	title_en	title_fr	
crgeos.152	Arnauld Malard; Nathalie Dörfliger; Pierre-Yves Jeannin; Silvan Laube. Contribution of the dynamic visualization of a 3D hydrogeological conceptual model to the participatory management of groundwater resources. Comptes Rendus. Géoscience, Online first (2023), pp. 1-14. doi : 10.5802/crgeos.152.</pre>	"<p>Groundwater is an essential water resource for domestic use, agriculture and other socioeconomic activities, as well as ecological services around the world. Participative approach to water resources management is essential, and requires all stakeholders to have sufficient knowledge and understanding of processes taking place, from rainfall to recharge, drainage and discharge ([De Marsily and Besbes, 2017]). Understanding unseen processes require abstraction and imagination. In many cases, detailed 3D conceptual models may help non-specialists to understand underground environments and thereby address questions related to the management of groundwater resources ([Jeannin et al., 2013, Malard, 2018]). In order to increase the understanding of dynamic hydrogeological processes, a flow animation module (FAM) has been developed within Visual KARSYS (<a href=""https://www.visualkarsys.com/"" target=""_blank"">https://www.visualkarsys.com/</a>); a web tool dedicated to 3D conceptual modelling of complex aquifers. Concepts and principles of 3D conceptual models and of the new FAM are presented and discussed in this paper with an application to a volcanic aquifer in Indonesia.</p>"	"<p>Les eaux souterraines sont une ressource en eau essentielle pour l’usage domestique, l’agriculture ou d’autres activités socio-économiques et services écologiques dans le monde entier. L’approche participative de la gestion des ressources en eau, si elle est essentielle, exige que toutes les parties prenantes aient une connaissance et une compréhension suffisantes des processus qui s’y déroulent, de la pluie à la recharge, du drainage à la décharge ([De Marsily and Besbes, 2017]). La compréhension des processus invisibles demande une faculté d’abstraction et d’imagination. Des modèles conceptuels explicites en 3D développés avec Visual KARSYS (<a href=""https://www.visualkarsys.com/"" target=""_blank"">https://www.visualkarsys.com/</a>), un outil web dédié à leur construction qui comprend un module d’animation des flux, sont suffisants pour aborder les questions de gestion des ressources en eau souterraine ([Jeannin et al., 2013, Malard, 2018]). Le concept et les principes de la construction d’un modèle conceptuel 3D avec une application à un bassin versant volcanique en Indonésie sont présentés et discutés dans cet article.</p>"	Contribution of the dynamic visualization of a 3D hydrogeological conceptual model to the participatory management of groundwater resources	Contribution de la visualisation dynamique d’un modèle conceptuel hydrogéologique 3D à la gestion participative des ressources en eau souterraine	
crgeos.153	Emmanuel Ledoux; Emmanuel Hertz; Jean-Charles Robinet; Pierre Combes. Reflections on the role of chemical osmosis mechanisms on the long-term behavior of a collapsed salt cavity. Comptes Rendus. Géoscience, Online first (2023), pp. 1-29. doi : 10.5802/crgeos.153.</pre>	<p>This article focuses on the mechanisms likely to generate salt flux towards the aquifer environment from a cavity created by dissolution within a layer of salt under clay cover, until causing its collapse. This problem is encountered by salt operators, particularly in Lorraine, who exploit a salt deposit located about 200 m deep isolated from an overlying aquifer by an argillaceous layer 130 m thick.</p><p>The phenomenon usually invoked to quantify a potential salt emission is the molecular diffusion along the chimney filled by disturbed materials, which are put in place above the cavity following its collapse. Recent work on chemical osmosis in clay media, motivated by research on the geological storage of nuclear waste in a clay layer, raises questions about the role of this mechanism on the long-term behavior of the system.</p><p>Based on a bibliographical approach, the article presents a brisk synthesis of the theory of chemical osmosis and discusses its application to the case of clayey rocks which can constitute imperfect membranes capable of generating osmotic pressures.</p><p>First, the article presents the equations representing the flow of the fluid and the solute transport according to a simplified formulation adapted to the geometry of the system. It then proposes a set of plausible parameters making it possible to carry out a steady-state modeling of the transfers along the collapsed chimney by means of a numerical resolution in finite differences. Under the conditions representative of the exploitation of the Lorraine salt deposit, the results indicate that, depending on the case, overpressures or downward flows of fresh water may appear. A brine and dissolved salt balance is established and proves to be highly dependent on the osmotic efficiency coefficient, a parameter that is difficult to assess in natural environments. However, the fluxes remain low, indicating that the chemical osmotic effect is unlikely to significantly modify the orders of magnitude of the salt fluxes evacuated into the environment following intensive exploitation of a salt layer altering the protective clay series.</p>	<p>Cet article s’intéresse aux mécanismes susceptibles d’engendrer des flux de sel vers l’environnement aquifère en provenance d’une cavité créée par dissolution au sein d’une couche de sel sous couverture argileuse, jusqu’à provoquer son effondrement. Ce problème est rencontré par les saliniers, notamment en Lorraine, qui exploitent un gisement de sel situé à environ 200 m de profondeur isolé d’un aquifère sus-jacent par une épaisseur d’argilite de 130 m.</p><p>Le phénomène habituellement invoqué pour quantifier une potentielle émission de sel est la diffusion moléculaire le long de la cheminée comblée par des argilites remaniées, qui se met en place au-dessus de la cavité suite à son effondrement. Des travaux récents sur l’osmose chimique dans les milieux argileux, motivés par les recherches sur le stockage géologique des déchets nucléaires en couche argileuse amènent à s’interroger sur le rôle de ce mécanisme sur le comportement à long terme du système.</p><p>En se basant sur une approche bibliographique, l’article présente une rapide synthèse de la théorie de l’osmose chimique et discute son application au cas des roches argileuses dont il est établi qu’elles peuvent constituer des membranes imparfaites capables d’engendrer des pressions osmotiques.</p><p>Dans un premier temps l’article, présente les équations représentatives de l’écoulement du fluide et du transport de soluté selon une formulation simplifiée adaptée à la géométrie du système. Il propose ensuite un jeu de paramètres vraisemblables permettant de procéder à une modélisation en régime stationnaire des transferts le long de la cheminée d’effondrement au moyen d’une résolution numérique en différences finies. Dans les conditions représentatives de l’exploitation du gisement de sel lorrain, les résultats indiquent que, selon le cas, des surpressions ou des flux d’eau douce descendants peuvent apparaître. Un bilan en saumure et en sel dissous est établi et se révèle fortement dépendant du coefficient d’efficacité osmotique, paramètre difficile à évaluer dans les milieux naturels. Les flux restent toutefois faibles ce qui montre que l’effet osmotique chimique n’est pas susceptible de modifier notablement les ordres de grandeur des flux de sel évacués dans l’environnement suite à une exploitation intensive d’une couche salifère altérant la série argileuse protectrice du gisement.</p>	Reflections on the role of chemical osmosis mechanisms on the long-term behavior of a collapsed salt cavity	Réflexions sur le rôle des mécanismes d’osmose chimique sur le comportement à long terme d’une cavité saline effondrée	
crgeos.154	Charles Masquelet; Sylvie Leroy; Matthias Delescluse; Nicolas Chamot-Rooke; Isabelle Thinon; Anne Lemoine; Dieter Franke; Louise Watremez; Philippe Werner; Fabien Paquet; Carole Berthod; Victor Cabiativa Pico; Daniel Sauter. The East-Mayotte new volcano in the Comoros Archipelago: structure and timing of magmatic phases inferred from seismic reflection data. Comptes Rendus. Géoscience, Tome 354 (2022) no. S2, pp. 65-79. doi : 10.5802/crgeos.154. https://comptes-rendus.academie-sciences.fr/geoscience/articles/10.5802/crgeos.154/</pre>	"<p>A multichannel seismic reflection profile acquired during the SISMAORE cruise (2021) provides the first in-depth image of the submarine volcanic edifice, named Fani Maore, that formed 50 km east of Mayotte Island (Comoros Archipelago) in 2018–2019. This new edifice sits on a <span class=""mathjax-formula"" data-tex=""${\sim }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>∼</mo></math></span>140 m thick sedimentary layer, which is above a major, volcanic layer up to <span class=""mathjax-formula"" data-tex=""${\sim }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>∼</mo></math></span>1 km thick and extends over 120 km along the profile. This volcanic unit is made of several distinct seismic facies that indicate successive volcanic phases. We interpret this volcanic layer as witnessing the main phase of construction of the Mayotte Island volcanic edifice. A <span class=""mathjax-formula"" data-tex=""${\sim }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>∼</mo></math></span>2.2–2.5 km thick sedimentary unit is present between this volcanic layer and the top of the crust. A complex magmatic feeder system is observed within this unit, composed of saucer-shape sills and seal bypass systems. The deepest tip of this volcanic layer lies below the top-Oligocene seismic horizon, indicating that the volcanism of Mayotte Island likely began around 26.5 Ma, earlier than previously assumed.</p>"	"<p>Un profil de sismique réflexion multitrace acquis lors de la campagne océanographique SISMAORE (2021) apporte la première image en profondeur du volcan sous-marin Fani Maore, qui s’est formé à 50 km à l’est de l’île de Mayotte (archipel des Comores) en 2018–2019. Ce nouvel édifice repose sur une première couche sédimentaire d’environ 140 m d’épaisseur au-dessus d’une couche volcanique majeure épaisse de 1 km et qui s’étend sur 120 km le long du profil. Cette dernière unité volcanique est constituée de plusieurs faciès sismiques distincts qui indiquent des phases volcaniques successives. Nous interprétons cette couche volcanique comme le témoin de la phase principale de construction de l’édifice volcanique de l’île de Mayotte. Une couverture sédimentaire de <span class=""mathjax-formula"" data-tex=""${\sim }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>∼</mo></math></span>2.2–2.5 km d’épaisseur est présente entre cette couche volcanique et le toit de la croûte. On y observe de nombreux sills en forme de soucoupe ainsi que des zones à faciès de remontées de fluides, dessinant un système d’alimentation magmatique complexe sous la principale couche volcanique. L’extrémité la plus profonde de cette couche volcanique se place en dessous de l’horizon sismique de l’Oligocène supérieur et indique que le volcanisme de l’île de Mayotte a probablement commencé vers 26.5 Ma, plus tôt que ce qui était supposé auparavant.</p>"	The East-Mayotte new volcano in the Comoros Archipelago: structure and timing of magmatic phases inferred from seismic reflection data	Le nouveau volcan de l’Est-Mayotte dans l’archipel des Comores : structure et chronologie des phases magmatiques déduites des données d’imagerie sismique	
crgeos.155	Carole Berthod; Jean-Christophe Komorowski; Lucia Gurioli; Etienne Médard; Patrick Bachèlery; Pascale Besson; Pauline Verdurme; Oryaëlle Chevrel; Andrea Di Muro; Aline Peltier; Jean-Luc Devidal; Sophie Nowak; Isabelle Thinon; Pierre Burckel; Samia Hidalgo; Christine Deplus; Benoît Loubrieu; Delphine Pierre; Sylvain Bermell; Mathilde Pitel-Roudaut; Yvan Réaud; Sacha Fouchard; Manon Bickert; Anne Le Friant; Fabien Paquet; Nathalie Feuillet; Stephan L. Jorry; Yves Fouquet; Emmanuel Rinnert; Cécile Cathalot; Elodie Lebas. Temporal magmatic evolution of the Fani Maoré submarine eruption 50 km east of Mayotte revealed by in situ sampling and petrological monitoring. Comptes Rendus. Géoscience, Tome 354 (2022) no. S2, pp. 195-223. doi : 10.5802/crgeos.155. https://comptes-rendus.academie-sciences.fr/geoscience/articles/10.5802/crgeos.155/</pre>	<p>The “Fani Maoré” eruption off the coasts of Mayotte has been intensively monitored by applying methods similar to those used for subaerial eruptions. Repeated high-resolution bathymetric surveys and dredging, coupled with petrological analyses of time-constrained samples, allowed tracking the evolution of magma over the whole submarine eruptive sequence. Indeed, after one year of direct ascent (Phase 1), basanitic magma switched to a different pathway that sampled a tephri-phonolitic subcrustal reservoir (Phase 2). Later, the magma pathway shifted again in the crust resulting in a new eruption site located 6 km northwest of the main edifice (Phase 3). The petrological signature of lava flows reveals both an evolution by fractional crystallization and syn-eruptive mixing with a tephri-phonolitic magma.</p><p>We demonstrate that high-flux eruption of large volumes of basanitic magma from a deep-seated reservoir can interact with shallower reservoirs and remobilize eruptible magma. This has significant hazards implications with respect to the capacity of such large eruptions to reactivate shallow-seated inactive reservoirs from a transcrustal magmatic system that could be located potentially at a distance from the high-flux eruptive site.</p>	<p>L’éruption au large de Mayotte a été intensément surveillée en appliquant des méthodes similaires aux éruptions sub-aériennes. Une étude pétrologique et géochimique des échantillons dragués couplée à de nombreux relevés bathymétriques, nous a permis de suivre l’évolution du magma au cours de l’éruption. Le trajet du magma change après un an de remontée directe (Phase 1), un réservoir magmatique sous-crustal et plus différencié est alors échantillonné (Phase 2). Un mois plus tard, le trajet change à nouveau et engendre une migration du site éruptif à 6 km au nord-ouest de l’édifice principal (Phase 3). La signature pétrologique des coulées de lave révèle à la fois une évolution par cristallisation fractionnée et un mélange syn-eruptif avec un magma téphri-phonolitique. Nous démontrons qu’une éruption à haut débit impliquant de grands volumes de magma basanitique et provenant d’un réservoir profond peut interagir avec des réservoirs plus superficiels et remobiliser le magma éruptible. Ceci a des implications significatives en termes de risques quant à la capacité de ces grandes éruptions à réactiver des réservoirs inactifs peu profonds provenant d’un système magmatique transcrustal et potentiellement situé à distance du site éruptif.</p>	Temporal magmatic evolution of the Fani Maoré submarine eruption 50 km east of Mayotte revealed by in situ sampling and petrological monitoring	Évolution magmatique temporelle de l’éruption sous-marine de Fani Maoré, située à 50 km à l’est de Mayotte, révélée par un échantillonnage in situ et un suivi pétrologique	
crgeos.156	Anne Coudrain; Matthieu Le Duff; Danielle Mitja. The Anthropocene is shifting the paradigm of geosciences and science. Comptes Rendus. Géoscience, Online first (2023), pp. 1-18. doi : 10.5802/crgeos.156.</pre>	<p>Noting that humans are affecting the Earth’s envelopes, with geosciences becoming inseparable from social sciences and humanities, and acknowledging the increasing use of the word Anthropocene, the authors of this paper explore the possibility of a scientific paradigm shift. (1) Since the 17th century, modern science has developed in a context of naturalist worlding that favors its hegemony over other modes of existence and its paradigm of a quest to define the laws of nature. (2) Various manifestations attest to the emergence of a paradigm of knowledge diversity and the unravelling of the naturalist worlding. (3) The current boom in participatory science is a sign of this paradigm shift: through the fundamental changes to the Earth System that refer to it, the Anthropocene forces science to move towards action and interact with a society involved in adapting to changes and concerned with the threats to its territory’s habitability.</p>	<p>Constatant que les humains affectent les enveloppes de la Terre, que les géosciences sont devenues indissociables des sciences humaines et sociales et que l’utilisation du mot Anthropocène s’amplifie, les auteurs de cet article explorent l’éventualité du changement de paradigme de la science. (1) La science moderne s’est développée depuis le 17<sup>ème</sup> siècle dans un contexte de mondiation naturaliste favorisant son hégémonie sur les autres modes d’existence et son paradigme de quête de lois de la nature. (2) Différentes manifestations attestent l’émergence d’un paradigme de diversité de la connaissance et de l’effritement de la mondiation naturaliste. (3) L’essor des sciences participatives est une manifestation de ce changement de paradigme : l’Anthropocène, par les changements fondamentaux sur le système terrestre qui s’y réfèrent, oblige la science à s’étendre vers l’action et à interagir avec la société impliquée dans l’adaptation aux changements et concernée par les menaces sur l’habitabilité de son territoire.</p>	The Anthropocene is shifting the paradigm of geosciences and science	L’Anthropocène modifie le paradigme des géosciences et de la science	
crgeos.159	Isabelle Thinon; Anne Lemoine; Sylvie Leroy; Fabien Paquet; Carole Berthod; Sébastien Zaragosi; Vincent Famin; Nathalie Feuillet; Pierre Boymond; Charles Masquelet; Nicolas Mercury; Anaïs Rusquet; Carla Scalabrin; Jérôme Van der Woerd; Julien Bernard; Julie Bignon; Valérie Clouard; Cécile Doubre; Eric Jacques; Stephan J. Jorry; Frédérique Rolandone; Nicolas Chamot-Rooke; Matthias Delescluse; Dieter Franke; Louise Watremez; Patrick Bachèlery; Laurent Michon; Daniel Sauter; Stéphane Bujan; Albane Canva; Emilie Dassie; Vincent Roche; Said Ali; Abdoul Hamid Sitti Allaouia; Christine Deplus; Setareh Rad; Ludivine Sadeski. Volcanism and tectonics unveiled in the Comoros Archipelago between Africa and Madagascar. Comptes Rendus. Géoscience, Tome 354 (2022) no. S2, pp. 7-34. doi : 10.5802/crgeos.159. https://comptes-rendus.academie-sciences.fr/geoscience/articles/10.5802/crgeos.159/</pre>	"<p>Geophysical and geological data from the North Mozambique Channel acquired during the 2020–2021 SISMAORE oceanographic cruise reveal a corridor of recent volcanic and tectonic features 200 km wide and 600 km long within and north of Comoros Archipelago. Here we identify and describe two major submarine tectono-volcanic fields: the N’Droundé province oriented N160°E north of Grande-Comore Island, and the Mwezi province oriented N130°E north of Anjouan and Mayotte Islands. The presence of popping basaltic rocks sampled in the Mwezi province suggests post-Pleistocene volcanic activity. The geometry and distribution of recent structures observed on the seafloor are consistent with a current regional dextral transtensional context. Their orientations change progressively from west to east (<span class=""mathjax-formula"" data-tex=""${\sim }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>∼</mo></math></span>N160°E, <span class=""mathjax-formula"" data-tex=""${\sim }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>∼</mo></math></span>N130°E, <span class=""mathjax-formula"" data-tex=""${\sim }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>∼</mo></math></span>EW). The volcanism in the western part appears to be influenced by the pre-existing structural fabric of the Mesozoic crust. The 200 km-wide and 600 km-long tectono-volcanic corridor underlines the incipient Somalia–Lwandle dextral lithospheric plate boundary between the East-African Rift System and Madagascar.</p>"	"<p>Des données géophysiques et géologiques ont été acquises lors de la campagne océanographique SISMAORE (2020–2021). Deux grands champs tectono-volcaniques sous-marins ont été découverts tout le long et principalement au nord de l’archipel des Comores : la province N’Droundé orientée N160°E au nord de Grande-Comore, et la province Mwezi orientée N130°E au nord d’Anjouan-Mayotte où des roches basaltiques de type popping-rocks suggèrent une activité volcanique possiblement actuelle à pléistocène. La géométrie et la distribution des structures récentes sont cohérentes avec un contexte régional actuel transtensif dextre. Leurs orientations évoluent d’Ouest en Est (<span class=""mathjax-formula"" data-tex=""${\sim }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>∼</mo></math></span>N160°E, <span class=""mathjax-formula"" data-tex=""${\sim }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>∼</mo></math></span>N130°E, <span class=""mathjax-formula"" data-tex=""${\sim }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>∼</mo></math></span>EW), suggérant pour la partie occidentale, une mise en place du volcanisme influencée par la structuration crustale préexistante. Le corridor tectono-volcanique de 200 km de large et de 600 km de long dessine une limite de plaque lithosphérique Somalie-Lwandle immature en décrochante dextre entre le système du rift est-africain et Madagascar.</p><p></p>"	Volcanism and tectonics unveiled in the Comoros Archipelago between Africa and Madagascar	Volcanisme et tectonique découverts le long de l’archipel des Comores entre l’Afrique et Madagascar	
crgeos.163	Guy Vasseur. Geothermal heat advected by the recharge of underground conduit. Case study of the karstic spring of Lez (Hérault, France). Comptes Rendus. Géoscience, Online first (2023), pp. 1-25. doi : 10.5802/crgeos.163.</pre>	"<p>The karstic flow system of the Lez spring is capturing a large proportion of the deep geothermal heat flow as observed by temperature measurements both above and below the underground karst network. For interpreting these data, an analytical model of heat/fluid interaction based on the conservation of mass and energy in a dual conduit/porous medium system is developed. In the model of energy transport, the energy of the fluid includes its enthalpy plus its gravity potential; the hydraulic head is shown to be the correct potential accounting for both pressure and gravity. The thermal features of the model are expressed as a function of a few parameters: from comparison with the actual data, the depth of the conduit appears to lie around 400 m and the number <span class=""italique"">Pe</span> characterizing the recharge is about 6. When estimated with available thermal data, the amount of geothermal energy captured by the flow system in steady state conditions is significantly lower than the actual energy output of the spring. The possible origin of this offset is discussed: effect of gravity potential, 3D convergence of geothermal heat flux lines, transient effect. Moreover, the mapping of the vertical temperature gradient at low depth indicates the general pattern of the recharge zone energy.</p>"	"<p>Le système karstique de la source du Lez capte une grande partie du flux géothermique d’origine profonde. Ce diagnostic est obtenu par des mesures de température au-dessus et au-dessous du réseau souterrain. Pour interpréter quantitativement ces données, on développe un modèle analytique de transfert de masse et d’énergie dans un système dual conduit/milieu poreux et en régime permanent. L’énergie thermodynamique transportée par le système comporte, outre l’enthalpie du fluide, son potentiel de gravité ; mais le véritable potentiel prenant en compte à la fois sa pression et son potentiel gravimétrique est sa charge hydraulique. Le modèle permet d’exprimer les caractéristiques thermiques en fonction de quelques paramètres : la profondeur du conduit, autour de 400 m, et le nombre de Péclet <span class=""italique"">Pe</span> qui caractérise l’alimentation, voisin de 6. Le débit d’énergie fourni par la source est significativement supérieur au bilan de l’énergie géothermique capté par le système évalué par les mesures thermiques. Les phénomènes qui contribuent à cet écart sont discutés : effet du potentiel gravimétrique, effet 3D associé au flux profond, effet transitoire associé aux conditions environnementales. Par ailleurs, il apparaît que les mesures de gradient thermique dans des forages verticaux sont un outil précieux pour cartographier les zones de recharge.</p>"	Geothermal heat advected by the recharge of underground conduit. Case study of the karstic spring of Lez (Hérault, France)	Energie géothermique advectée par la recharge d’un conduit souterrain. Application à la source karstique du Lez (Hérault, France)	
crgeos.167	David Labat; Thomas Guilloteau; Sébastien Lamagnère; Thaïs Dumareau; Gabin Haryouli; Sandra Béranger; Franck Granouillac; Vianney Sivelle. New insights from an enhancement of hydrogeological archives of a French karst watershed over the last 50 years. Comptes Rendus. Géoscience, Online first (2023), pp. 1-9. doi : 10.5802/crgeos.167.</pre>	<p>Karst aquifers, like most hydrological systems, are sensitive to the influence of changes in land use as well as current and future climate change. To be able to identify the effects of these changes, in particular on the variability of groundwater flows, we have endeavored to produce one of the longest hourly spring discharge time series available for a French karst watershed. This reconstitution is based on a digitisation of the limnigraphic archives available for the Baget karst watershed. Correlation, spectral and multifractal analyses were then performed based on the spring discharge time series to confirm the multiscale nature of the hydrological response of this basin and to highlight the non-stationarity of this response.</p>	<p>Les aquifères karstiques, comme la plupart des systèmes hydrologiques, sont sensibles à l’influence des changements d’utilisation des terres ainsi qu’aux changements climatiques actuels et futurs. Pour pouvoir identifier les effets de ces changements, notamment sur la variabilité des écoulements souterrains, nous nous sommes efforcés de produire l’une des plus longues séries temporelles de débit de source horaire disponible pour un bassin versant karstique français. Cette reconstitution s’appuie sur une numérisation des archives limnigraphiques disponibles pour le bassin versant karstique du Baget. Des analyses corrélatoires, spectrales et multifractales ont ensuite été réalisées sur la base des séries temporelles de débit de la source pour confirmer le caractère multi-échelle de la réponse hydrologique de ce bassin et mettre en évidence la non-stationnarité de cette réponse.</p>	New insights from an enhancement of hydrogeological archives of a French karst watershed over the last 50 years	Nouveaux résultats issus de la mise en valeur des archives hydrogéologiques d’un bassin versant karstique français au cours des 50 dernières années	
crgeos.168	Perrine Fleury; Séverin Pistre; Michel Bakalowicz. Coastal karst aquifers and submarine springs: what future for their water resources?. Comptes Rendus. Géoscience, Online first (2023), pp. 1-14. doi : 10.5802/crgeos.168.</pre>	<p>This paper is intended to be a reminder of a series of scientific works whose origin is largely attributable to G. de Marsily, without attempting to make an exhaustive overview of submarine springs and coastal karst aquifers. The main results show that coastal karst aquifers with their submarine outlets and the possibility of natural seawater intrusion are particularly fragile and must be studied and managed with appropriate tools. For the coming decades, the evolution of the climate as results from the IPCC scenarios leads us to question the effects of the increase of sea level on this coastal resource, and the effects of frequent and severe droughts, added to an increase in withdrawals from aquifers caused by the coastalisation of the population.</p>	<p>Cet article a pour objectif de rappeler une série de travaux scientifiques dont l’origine est largement attribuable à G. de Marsily, sans chercher à faire un tour d’horizon exhaustif des sources sous-marines et des aquifères karstiques côtiers. Les principaux résultats montrent que les aquifères karstiques côtiers avec leurs exutoires sous-marins et la possibilité d’intrusion naturelle d’eau de mer sont particulièrement fragiles et doivent être étudiés et gérés avec des outils appropriés. Pour les décennies à venir, l’évolution du climat telle qu’elle résulte des scénarios du GIEC nous conduit à nous interroger sur les effets de l’augmentation du niveau de la mer sur cette ressource côtière, et sur les effets de sécheresses sévères et plus fréquentes et de la montée du niveau marin, ajoutés à une augmentation des prélèvements dans les aquifères causée par la littoralisation de la population.</p>	Coastal karst aquifers and submarine springs: what future for their water resources?	Aquifères karstiques côtiers et sources sous-marines : quel avenir pour leurs ressources en eau ?	
crgeos.171	Daniel R. Neuville. Glass, an ubiquitous material. Comptes Rendus. Géoscience, Tome 354 (2022) no. S1, pp. 1-14. doi : 10.5802/crgeos.171. https://comptes-rendus.academie-sciences.fr/geoscience/articles/10.5802/crgeos.171/</pre>	"<p>Glasses play a fundamental role in our daily lives at the economic, cultural, societal, energy and geological levels. Geological glasses testify to igneous activity of the Earth and represent an important material for tools and ornamental objects from the Paleolithic to the present day. Glasses are also used to manufacture technical materials, such as containers (dishes, glasses, jars, bottles ...), screens (television, computer, smartphone ...), fibers with multiple applications (reinforcement, information, transport, energy, health ...), to ensure the storage of domestic or nuclear waste and, more recently, biomaterials (dental or bone implants ...). Thus, silica-based glasses are at the heart of the history of the Earth and humanity. The variation in composition of natural and industrial glasses is vast but its structure is generally based on a tetrahedral frame of <span class=""mathjax-formula"" data-tex=""$\mathrm{SiO}_{4}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msub><mi mathvariant=""normal"">SiO</mi> <mn>4</mn> </msub></math></span> units, the backbone of more than 90% of the glasses that surround us in our daily lives. Around this silica frame, other chemical elements are well constrained to form to form a single unit structure for use as network modifying elements, charge compensator, dyes, volatiles, and other substances. This article is a short introduction on glass.</p>"	"<p>Les verres jouent un rôle fondamental dans notre vie quotidienne aux niveaux économique, culturel, sociétal, énergétique et géologique. Les verres géologiques témoignent de l’activité ignée de la Terre et représentent une source importante d’outils et d’objets décoratifs du paléolithique à nos jours. Les verres sont également utilisés pour fabriquer des matériaux techniques, tels que des récipients (plats, verres, bocaux, bouteille ...), des écrans (télévision, ordinateur, smartphone ...), des fibres aux applications multiples (renforcement, transport d’information, énergie, santé ...), pour assurer le stockage des déchets domestiques ou nucléaires et, plus récemment, des biomatériaux (implants dentaires ou osseux ...). Les verres à base de silice sont donc au cur de l’histoire de la Terre et de l’humanité. La variation de la composition des verres naturels et industriels est vaste mais sa structure est généralement basée sur une trame tétraédrique d’unités <span class=""mathjax-formula"" data-tex=""$\mathrm{SiO}_4$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msub><mi mathvariant=""normal"">SiO</mi> <mn>4</mn> </msub></math></span>, épine dorsale de plus de 90% des verres qui nous entourent au quotidien. Autour de cette trame de silice, les autres éléments chimiques se répartissent en éléments modificateurs de réseau, compensateur de charge, colorants, volatiles, et l’ensemble constitue un seul matériau ou substance. Cet article est une brève introduction au verre.</p>"	Glass, an ubiquitous material	Le verre, un matériau omniprésent	
crgeos.176	Aline Peltier; Sébastien Saur; Valérie Ballu; François Beauducel; Pierre Briole; Kristel Chanard; Denis Dausse; Jean-Bernard De Chabalier; Raphael Grandin; Perrine Rouffiac; Yann-Treden Tranchant; Maxime Bès de Berc; Simon Besançon; Patrice Boissier; Céleste Broucke; Christophe Brunet; Kevin Canjamalé; Erwan Carme; Philippe Catherine; Alison Colombain; Wayne Crawford; Romuald Daniel; Grégoire Dectot; Nicolas Desfete; Cécile Doubre; Tom Dumouch; Cyprien Griot; Marc Grunberg; Hélène Jund; Philippe Kowalski; Frédéric Lauret; Jacques Lebreton; Frédérick Pesqueira; Frédéric Tronel; Pierre Valty; Jérôme van der Woerd. Ground deformation monitoring of the eruption offshore Mayotte. Comptes Rendus. Géoscience, Tome 354 (2022) no. S2, pp. 171-193. doi : 10.5802/crgeos.176. https://comptes-rendus.academie-sciences.fr/geoscience/articles/10.5802/crgeos.176/</pre>	<p>In May 2018, the Mayotte island, located in the Indian Ocean, was affected by an unprecedented seismic crisis, followed by anomalous on-land surface displacements in July 2018. Cumulatively from July 1, 2018 to December 31, 2021, the horizontal displacements were approximately 21 to 25 cm eastward, and subsidence was approximately 10 to 19 cm. The study of data recorded by the on-land GNSS network, and their modeling coupled with data from ocean bottom pressure gauges, allowed us to propose a magmatic origin of the seismic crisis with the deflation of a deep source east of Mayotte, that was confirmed in May 2019 by the discovery of a submarine eruption, 50 km offshore of Mayotte ([Feuillet et al., 2021]). Despite a non-optimal network geometry and receivers located far from the source, the GNSS data allowed following the deep dynamics of magma transfer, via the volume flow monitoring, throughout the eruption.</p>	<p>En mai 2018, l’île de Mayotte a été touchée par une crise sismique sans précédent, suivie en juillet 2018 par des déplacements de surface à terre anormaux. En cumulé, du 1<sup>er</sup> juillet 2018 au 31 décembre 2021, les déplacements horizontaux étaient d’environ 21 à 25 cm vers l’est, et la subsidence d’environ 10 à 19 cm. L’étude des données GNSS à terre, et leur modélisation couplée aux données des capteurs de pression en mer, ont permis de conclure à une origine magmatique de la crise sismique avec la déflation d’une source profonde à l’est de Mayotte, confirmée en mai 2019 par la découverte d’une éruption sous-marine, à 50 km au large de Mayotte ([Feuillet et al., 2021]). Malgré une géométrie de réseau non optimale et des récepteurs éloignés de la source, les données GNSS ont permis de suivre la dynamique profonde du transfert magmatique, via la surveillance des flux volumiques.</p>	Ground deformation monitoring of the eruption offshore Mayotte	Suivi des déformations liées à l’éruption au large de Mayotte	
